FUND ID,Quarter,NetCashflow,NetInvestedCapital,DistYield,CapCallRate,NetMultiple,NetFlowRatio,Sentiment,Rm,Rf
163,1990-10-01,-549409.3,-274704.65,-0.0,-1.0,-0.0,2.0,-0.5622875292409727,-0.034994563365701545,0.007019201500967665
163,1991-01-01,-274704.65,-274704.65,-0.0,-0.0,-0.0,1.0,-1.0128311203344238,0.011378589622478213,0.009904347517394243
163,1991-04-01,-1337744.18,-668872.09,-0.0,-0.5893016705182003,-0.0,2.0,0.3142473325952739,-0.02389292089606859,0.015875006097501455
163,1991-07-01,-668872.09,-668872.09,-0.0,-0.0,-0.0,1.0,-0.9080240755212109,0.02211068733577964,0.006260645253530688
163,1991-10-01,-668872.09,-668872.09,-0.0,-0.0,-0.0,1.0,-1.4123037013352915,0.04914076068579111,0.010045126254866626
163,1992-01-01,-668872.09,-668872.09,-0.0,-0.0,-0.0,1.0,1.465648768921554,-0.03503095886064607,0.00560946053379829
163,1992-04-01,-3414544.18,-1707272.09,-0.0,-0.6082217392776567,-0.0,2.0,-0.22577630048653566,0.0772361854919807,0.009217829148076883
163,1992-07-01,-1707272.09,-1707272.09,-0.0,-0.0,-0.0,1.0,0.06752820468792384,0.06507953602963978,0.011282852260006478
163,1992-10-01,-1707272.09,-1707272.09,-0.0,-0.0,-0.0,1.0,-1.4247481862134568,0.045124716945093415,0.005056104756151892
163,1993-01-01,-1707272.09,-1707272.09,-0.0,-0.0,-0.0,1.0,-0.5443827245251827,0.0650427974632206,0.008305890169854018
163,1993-04-01,-1707272.09,-1707272.09,-0.0,-0.0,-0.0,1.0,0.11092258970986608,-0.014186392958716657,0.008819079845736993
163,1993-07-01,-1707272.09,-1707272.09,-0.0,-0.0,-0.0,1.0,-1.1509935774223028,0.013855488724067591,0.006811724937578494
163,1993-10-01,-4605269.76,-2302634.88,-0.0,-0.258557183846707,-0.0,2.0,0.37569801834567196,-0.026788471712953444,0.004061938568073579
163,1994-01-01,-2302634.88,-2302634.88,-0.0,-0.0,-0.0,1.0,-0.600638689918805,0.006605596018699204,0.002893913863479366
163,1994-04-01,-6539739.54,-3269869.77,-0.0,-0.2958022667673398,-0.0,2.0,-0.2916937497932768,0.046517773336909304,0.009232524021615254
163,1994-07-01,-3269869.77,-3269869.77,-0.0,-0.0,-0.0,1.0,-0.6017066122293969,-0.014583037586265456,0.008654715198919933
163,1994-10-01,-3269869.77,-3269869.77,-0.0,-0.0,-0.0,1.0,1.8522781845089378,0.00016232365720112926,0.021156833944433025
163,1995-01-01,-12156125.621498,-8327739.514250999,-0.30805701593582263,-0.29929504347905533,-0.4452057800000043,1.459714920320887,-0.013497224737933921,-0.014358635005979972,-0.002173837882605221
163,1995-04-01,-3196902.345749,-8327739.514250999,-0.0,-0.0,-0.4452057800000043,0.3838859681283548,-1.0577109289559004,-0.022260282074935984,0.010563632524083245
163,1995-07-01,-11168058.1487324,-8853523.2585083,-2.739847097220709e-09,-0.0593869473934818,-0.40797963000000326,1.2614252905474455,0.822544912103189,-0.013562306541840954,0.011852222683316172
163,1995-10-01,-13695027.9589839,-9695846.5185083,2.8109355844251826e-09,-0.08687464868509397,-0.35978466382227264,1.412463360763973,-1.2208436499710222,0.019366770054054933,0.016798169313362983
163,1996-01-01,-15904965.0873085,-11096337.2407188,-0.035895360858651984,-0.09031662414895028,-0.36442483000000336,1.43335271290639,0.2088635950047554,-0.03586551743176389,0.012509286033906566
163,1996-04-01,-5168886.0192812,-11096337.2407188,-0.0,-0.0,-0.36442483000000336,0.4658191173492461,-1.9596701238797756,0.03172078489085461,0.005778931480850691
163,1996-07-01,-8646023.2395496,-11942211.6402252,-0.07083063212991668,-0.0,-0.46843501000000415,0.7239884453585649,-1.3281860488984305,0.10299010885549353,0.01000004880735798
163,1996-10-01,-15911400.063266799,-12923000.0102252,3.6346978227063754e-09,-0.07589478984941272,-0.4180218151540808,1.2312466184846442,0.19686123586912352,0.057102208028866785,0.012711762860745147
163,1997-01-01,-5303800.036746,-12922999.963254001,-0.0,-0.0,-0.41802181,0.41041554219818377,0.7384665799954104,0.010408222381919253,0.008432459015032956
163,1997-04-01,-5303800.036746,-12922999.963254001,-0.0,-0.0,-0.41802181,0.41041554219818377,0.1713682811899705,-0.024381448204241814,0.013855058690347057
163,1997-07-01,-5303800.036746,-12922999.963254001,-0.0,-0.0,-0.41802181,0.41041554219818377,-0.11564828238824053,-0.017357914687541883,0.000659546727181182
163,1997-10-01,-9635190.633288,-13409204.683356,-0.036259027405666736,-0.0,-0.47137234,0.7185504928004831,-0.3011036955892888,0.10462273005138734,0.01865592332990234
163,1998-01-01,-8013423.191544,-14220088.404228,-0.057023817139625045,-0.0,-0.56034942,0.5635283666141908,-1.4785219903674274,0.02254038773880145,0.017338390052867064
163,1998-04-01,-2538130.20102,-16957734.89949,-0.161439396917588,-0.0,-0.86074735,0.1496738931268665,-0.7198442083947086,-0.01184978232846767,0.008321613307380763
163,1998-07-01,-1076297.643504,-17688651.178248,-0.041321199191084665,-0.0,-0.94094972,0.060846789993096784,-0.4606387709597875,0.029545774233373304,0.013056703897868588
163,1998-10-01,2756674.454256,-19605137.227128,-0.0977542787218098,-0.0,-1.15124292,-0.14060980151883545,1.0571222262189157,0.1250127568239421,0.010239852959340942
163,1999-01-01,9229725.624816,-22841662.812408,-0.14169395686560357,-0.0,-1.50638212,-0.40407415609875164,0.3436182895684614,0.026007947624081457,0.005854323554926107
163,1999-04-01,13288651.170012,-24871125.585006,-0.08159915262626867,-0.0,-1.72907209,-0.5343003526154562,-1.763040155362734,0.05086015548537096,0.010438551092041658
163,1999-07-01,14834846.471328,-25644223.235664003,-0.030147048852032905,-0.0,-1.81390296,-0.5784868714875654,0.324083969394795,0.035008515997791374,0.015001829432753477
163,1999-10-01,19539702.286056,-27996651.143028,-0.08402533200653267,-0.0,-2.0720314199999996,-0.6979299840624678,-0.38508228041631654,0.002387507675324068,0.00809453741242325
163,2000-01-01,22923362.802996,-29688481.401498,-0.056986082770290665,-0.0,-2.2576734700000003,-0.7721298537633975,-0.6769220003059587,-0.03712590990110701,0.008121652884605032
163,2000-04-01,11461681.401498,-29688481.401498,-0.0,-0.0,-2.2576734700000003,-0.38606492688169874,0.6116762888408679,0.002532863879356126,0.009627646185530095
163,2000-07-01,11461681.401498,-29688481.401498,-0.0,-0.0,-2.2576734700000003,-0.38606492688169874,1.030999522495951,0.009555288331261094,0.012167481650382854
163,2000-10-01,23291381.397672,-29872490.698836,-0.0061598244081190745,-0.0,-2.27786454,-0.7796933182601866,0.9312801191161986,0.04933115955910988,0.01639189615135934
163,2001-01-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-0.8392175232226385,0.061949170693725256,0.006826603474103189
163,2001-04-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-0.3092123758512146,0.06655510406517787,0.01254198121341716
163,2001-07-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,0.33126343140356396,0.03427936626271294,0.011080580031318411
163,2001-10-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,0.9755451271223592,0.0642570582135364,0.0007069380693825126
163,2002-01-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-0.47917423784528995,-0.01771989704983264,0.007903417589236557
163,2002-04-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-0.18565897666381712,0.0826434077616644,0.009338355507816283
163,2002-07-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-1.1063349740060282,0.045646491020900445,0.009802148801531971
163,2002-10-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,-1.1962066240806708,0.005095358244864217,0.011630017166934903
163,2003-01-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,0.812525822394198,0.044425907326874854,-0.00020161524364357628
163,2003-04-01,11645690.698836,-29872490.698836,-0.0,-0.0,-2.27786454,-0.3898466591300933,1.356240028570823,0.016221414348947215,0.010231277615708485
163,2003-07-01,23804558.227548,-30129079.113774,-0.00851630459626947,-0.0,-2.3060196100000003,-0.7900858216627457,-0.07201012158033385,0.07658146937257135,0.006611622113359793
163,2003-10-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,1.0035328978920242,0.09599084082110995,0.0028028048663069098
163,2004-01-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,0.36163602504763415,0.12927877032665808,0.012621482150051743
163,2004-04-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,-0.6451197546051243,-0.04982481677440688,0.013676397880326013
163,2004-07-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,0.36139560550841393,-0.05220569027147948,0.006733748661039821
163,2004-10-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,1.5380365664659692,-0.005223293147322564,0.0142122814078567
163,2005-01-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,-0.03582603910995154,0.028001853472391522,0.008092417591174569
163,2005-04-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,1.5646436558140062,0.06380844605581125,0.010332445045730724
163,2005-07-01,11902279.113774,-30129079.113774,-0.0,-0.0,-2.3060196100000003,-0.39504291083137283,-2.6197451040897444,0.035781747362080264,0.0045063052650197175
163,2005-10-01,25204446.45846,-30829023.22923,-0.02270406396763035,-0.0,-2.38282345,-0.8175557905630576,0.8219025043752238,-0.08111006079120016,0.017922435281978382
163,2006-01-01,12602223.22923,-30829023.22923,-0.0,-0.0,-2.38282345,-0.4087778952815288,0.08704706823817122,0.004689799368581408,-0.003297247281917442
163,2006-04-01,12602223.22923,-30829023.22923,-0.0,-0.0,-2.38282345,-0.4087778952815288,-0.29900735046586746,0.061398732130362316,0.00954273688554671
163,2006-07-01,12602223.22923,-30829023.22923,-0.0,-0.0,-2.38282345,-0.4087778952815288,0.0917607765355023,0.031504736768219174,0.013475598025234958
163,2006-10-01,25836390.757548,-31144995.378774,-0.01014519815146102,-0.0,-2.41749461,-0.8295519213708431,-1.9875689146008928,0.05810055901560124,-0.0001673327306130675
167,1999-01-01,-222576.56,-111288.28,-0.0,-1.0,-0.0,2.0,0.3577873603482833,0.026007947624081457,0.005854323554926107
167,1999-04-01,-1301341.22,-650670.61,-0.0,-0.8289637209831868,-0.0,2.0,0.5607845263682344,0.05086015548537096,0.010438551092041658
167,1999-07-01,-3711778.92,-1855889.46,-0.0,-0.6494022817501212,-0.0,2.0,1.083051243175277,0.035008515997791374,0.015001829432753477
167,1999-10-01,-5524186.64,-2762093.32,-0.0,-0.32808589537445465,-0.0,2.0,1.053802052034903,0.002387507675324068,0.00809453741242325
167,2000-01-01,-6417255.92,-3208627.96,-0.0,-0.1391668481253277,-0.0,2.0,-1.377669367957091,-0.03712590990110701,0.008121652884605032
167,2000-04-01,-7176472.26,-3588236.13,-0.0,-0.10579241617524207,-0.0,2.0,-0.9378250399151228,0.002532863879356126,0.009627646185530095
167,2000-07-01,-12706737.558512598,-4592793.245743699,-0.046666249551365196,-0.17205840492217506,-0.04895058999999135,2.766668752243174,0.5150352672086598,0.009555288331261094,0.012167481650382854
167,2000-10-01,-14486725.8505797,-7472343.031838301,-0.177837998126229,-0.20752302904093395,-0.26027262999999595,1.938712635227583,0.5137859509122088,0.04933115955910988,0.01639189615135934
167,2001-01-01,-14836465.1974321,-8158661.7453648,-0.009323839607606955,-0.07479764194743116,-0.24761687999999962,1.8184925004227779,0.5150476863060479,0.061949170693725256,0.006826603474103189
167,2001-04-01,-17070893.4223218,-8928827.8353648,4.712936655954765e-10,-0.08625612501448056,-0.2215269305756921,1.911885158621646,3.852731490654721,0.06655510406517787,0.01254198121341716
167,2001-07-01,-17740390.5436691,-9276890.4475871,-0.008077938060580553,-0.029441381413643733,-0.223430439999999,1.912320797997926,0.570890510693167,0.03427936626271294,0.011080580031318411
167,2001-10-01,-17939451.838803902,-9368223.6018045,-4.5018139823089267e-10,-0.009749249578373372,-0.2207712599999929,1.9149256680154836,1.135565640180599,0.0642570582135364,0.0007069380693825126
167,2002-01-01,-18007332.0372495,-9560441.750473,-0.010643320813441043,-0.009462251050849649,-0.23130423999999256,1.88352510346696,0.9540017634932023,-0.01771989704983264,0.007903417589236557
167,2002-04-01,-18364688.7137576,-9936537.2878847,-0.013468979538262364,-0.02438077903611155,-0.24102093999998697,1.8481980373735503,0.651391251305798,0.0826434077616644,0.009338355507816283
167,2002-07-01,-11834137.1278988,-10182238.3542165,-0.02655498201137974,-0.0024246230682447713,-0.2756410299999805,1.1622333632563455,-0.3152692446403456,0.045646491020900445,0.009802148801531971
167,2002-10-01,-5781873.9857835,-10182238.3542165,-0.0,-0.0,-0.2756410299999805,0.5678391906224829,0.7589692204932674,0.005095358244864217,0.011630017166934903
167,2003-01-01,-11256745.812287,-10335739.4234965,-0.01980197941278616,-0.004950495354370166,-0.30322580999997434,1.089108901748892,-0.7728252145375718,0.044425907326874854,-0.00020161524364357628
167,2003-04-01,-5526038.8565035,-10335739.4234965,-0.0,-0.0,-0.30322580999997434,0.5346534611680529,-0.23681860674000887,0.016221414348947215,0.010231277615708485
167,2003-07-01,-17550290.0703975,-11768416.173053,-0.05652173918522624,-0.06521739108423213,-0.352941179999982,1.4913043363119396,-0.48536354782910346,0.07658146937257135,0.006611622113359793
167,2003-10-01,-10489240.460025199,-13456928.006921798,-0.10266159357902467,-0.022813688223797306,-0.4943181799999771,0.7794676804862062,0.08187413938632256,0.09599084082110995,0.0028028048663069098
